name,start_date,end_date,executive,council,council_website,id,email,image,party,source,ward,council_email
Andrew Antoniolli,,,,Ipswich City Council,http://www.ipswich.qld.gov.au,ipswich_city_council/andrew_antoniolli,aantoniolli@ipswich.qld.gov.au,http://www.ipswich.qld.gov.au/__data/assets/image/0008/7559/crandrewantoniolli.jpg,,http://www.ipswich.qld.gov.au/about_council/mayor_and_councillors/division_7,Division 7,council@ipswich.qld.gov.au
Charlie Pisasale,,,,Ipswich City Council,http://www.ipswich.qld.gov.au,ipswich_city_council/charlie_pisasale,cpisasale@ipswich.qld.gov.au,http://www.ipswich.qld.gov.au/__data/assets/image/0018/8073/cr-charlie-pisasale.jpg,,http://www.ipswich.qld.gov.au/about_council/mayor_and_councillors/division_8,Division 8,council@ipswich.qld.gov.au
Cheryl Anne Bromage,,,,Ipswich City Council,http://www.ipswich.qld.gov.au,ipswich_city_council/cheryl_anne_bromage,cbromage@ipswich.qld.gov.au,http://www.ipswich.qld.gov.au/__data/assets/image/0018/60435/Clr-Bromage-Pic.jpg,,http://www.ipswich.qld.gov.au/about_council/mayor_and_councillors/division_6,Division 6,council@ipswich.qld.gov.au
David Pahlke,,,,Ipswich City Council,http://www.ipswich.qld.gov.au,ipswich_city_council/david_pahlke,dpahlke@ipswich.qld.gov.au,http://www.ipswich.qld.gov.au/__data/assets/image/0008/9764/cr_david_pahlke-_portrait.jpg,,http://www.ipswich.qld.gov.au/about_council/mayor_and_councillors/division_10,Division 10,council@ipswich.qld.gov.au
David Morrison,,,,Ipswich City Council,http://www.ipswich.qld.gov.au,ipswich_city_council/david_morrison,dmorrison@ipswich.qld.gov.au,http://www.ipswich.qld.gov.au/__data/assets/image/0012/10542/cr_david_morrison2.jpg,,http://www.ipswich.qld.gov.au/about_council/mayor_and_councillors/division_1,Division 1,council@ipswich.qld.gov.au
Paul Tully,,,,Ipswich City Council,http://www.ipswich.qld.gov.au,ipswich_city_council/paul_tully,ptully@ipswich.qld.gov.au,http://www.ipswich.qld.gov.au/__data/assets/image/0008/9692/cr_paul_tully.jpg,,http://www.ipswich.qld.gov.au/about_council/mayor_and_councillors/division_2,Division 2,council@ipswich.qld.gov.au
Sheila Ireland,,,,Ipswich City Council,http://www.ipswich.qld.gov.au,ipswich_city_council/sheila_ireland,SIreland@ipswich.qld.gov.au,http://www.ipswich.qld.gov.au/__data/assets/image/0016/8431/cr_sheila_ireland.jpg,,http://www.ipswich.qld.gov.au/about_council/mayor_and_councillors/division_9,Division 9,council@ipswich.qld.gov.au
Anne Baker,,,mayor,Isaac Regional Council,http://www.isaac.qld.gov.au,isaac_regional_council/anne_baker,,,,,,records@isaac.qld.gov.au
Lynette (Lyn) Jones,,,,Isaac Regional Council,http://www.isaac.qld.gov.au,isaac_regional_council/lynette_(lyn)_jones,,,,,,records@isaac.qld.gov.au
Dale Appleton,,,,Isaac Regional Council,http://www.isaac.qld.gov.au,isaac_regional_council/dale_appleton,,,,,,records@isaac.qld.gov.au
Delville (Nick) Wheeler,,,,Isaac Regional Council,http://www.isaac.qld.gov.au,isaac_regional_council/delville_(nick)_wheeler,,,,,,records@isaac.qld.gov.au
Geoffrey Bethel,,,,Isaac Regional Council,http://www.isaac.qld.gov.au,isaac_regional_council/geoffrey_bethel,,,,,,records@isaac.qld.gov.au
Gina Lacey,,,,Isaac Regional Council,http://www.isaac.qld.gov.au,isaac_regional_council/gina_lacey,,,,,,records@isaac.qld.gov.au
Jane Pickels,,,,Isaac Regional Council,http://www.isaac.qld.gov.au,isaac_regional_council/jane_pickels,,,,,,records@isaac.qld.gov.au
Kelly Vea Vea,,,,Isaac Regional Council,http://www.isaac.qld.gov.au,isaac_regional_council/kelly_vea_vea,,,,,,records@isaac.qld.gov.au
Peter Freeleagus,,,,Isaac Regional Council,http://www.isaac.qld.gov.au,isaac_regional_council/peter_freeleagus,,,,,,records@isaac.qld.gov.au
Michael Yam,,,mayor,Kowanyama Aboriginal Shire Council,http://www.kowanyama.qld.gov.au,kowanyama_aboriginal_shire_council/michael_yam,,,,,,admin@kowanyama.qld.gov.au
Territa Dick,,,,Kowanyama Aboriginal Shire Council,http://www.kowanyama.qld.gov.au,kowanyama_aboriginal_shire_council/territa_dick,,,,,,admin@kowanyama.qld.gov.au
John Fry,,,,Kowanyama Aboriginal Shire Council,http://www.kowanyama.qld.gov.au,kowanyama_aboriginal_shire_council/john_fry,,,,,,admin@kowanyama.qld.gov.au
Colin Lawrence,,,,Kowanyama Aboriginal Shire Council,http://www.kowanyama.qld.gov.au,kowanyama_aboriginal_shire_council/colin_lawrence,,,,,,admin@kowanyama.qld.gov.au
Wendy Wust,,,,Kowanyama Aboriginal Shire Council,http://www.kowanyama.qld.gov.au,kowanyama_aboriginal_shire_council/wendy_wust,,,,,,admin@kowanyama.qld.gov.au
Bill Ludwig,,,mayor,Livingstone Shire Council,http://www.livingstone.qld.gov.au,livingstone_shire_council/bill_ludwig,,,,,,enquiries@livingstone.qld.gov.au
Adam Belot,,,,Livingstone Shire Council,http://www.livingstone.qld.gov.au,livingstone_shire_council/adam_belot,,,,,,enquiries@livingstone.qld.gov.au
Glenda Mather,,,,Livingstone Shire Council,http://www.livingstone.qld.gov.au,livingstone_shire_council/glenda_mather,,,,,,enquiries@livingstone.qld.gov.au
Graham Scott,,,,Livingstone Shire Council,http://www.livingstone.qld.gov.au,livingstone_shire_council/graham_scott,,,,,,enquiries@livingstone.qld.gov.au
Jan Kelly,,,,Livingstone Shire Council,http://www.livingstone.qld.gov.au,livingstone_shire_council/jan_kelly,,,,,,enquiries@livingstone.qld.gov.au
Nigel Hutton,,,,Livingstone Shire Council,http://www.livingstone.qld.gov.au,livingstone_shire_council/nigel_hutton,,,,,,enquiries@livingstone.qld.gov.au
Tom Wyatt,,,,Livingstone Shire Council,http://www.livingstone.qld.gov.au,livingstone_shire_council/tom_wyatt,,,,,,enquiries@livingstone.qld.gov.au
Wayne Butcher,,,mayor,Lockhart River Aboriginal Shire Council,http://www.lockhart.qld.gov.au,lockhart_river_aboriginal_shire_council/wayne_butcher,,,,,,Reception@lockhart.qld.gov.au
Marshall Symonds,,,,Lockhart River Aboriginal Shire Council,http://www.lockhart.qld.gov.au,lockhart_river_aboriginal_shire_council/marshall_symonds,,,,,,Reception@lockhart.qld.gov.au
Dorothy Hobson,,,,Lockhart River Aboriginal Shire Council,http://www.lockhart.qld.gov.au,lockhart_river_aboriginal_shire_council/dorothy_hobson,,,,,,Reception@lockhart.qld.gov.au
Norman Bally,,,,Lockhart River Aboriginal Shire Council,http://www.lockhart.qld.gov.au,lockhart_river_aboriginal_shire_council/norman_bally,,,,,,Reception@lockhart.qld.gov.au
Paul Piva,,,,Lockhart River Aboriginal Shire Council,http://www.lockhart.qld.gov.au,lockhart_river_aboriginal_shire_council/paul_piva,,,,,,Reception@lockhart.qld.gov.au
Steve Jones,,,mayor,Lockyer Valley Regional Council,http://www.lockyervalley.qld.gov.au,lockyer_valley_regional_council/steve_jones,,,,,,mailbox@lvrc.qld.gov.au
Michael Hagan,,,,Lockyer Valley Regional Council,http://www.lockyervalley.qld.gov.au,lockyer_valley_regional_council/michael_hagan,,,,,,mailbox@lvrc.qld.gov.au
Jason Cook,,,,Lockyer Valley Regional Council,http://www.lockyervalley.qld.gov.au,lockyer_valley_regional_council/jason_cook,,,,,,mailbox@lvrc.qld.gov.au
Chris Wilson,,,,Lockyer Valley Regional Council,http://www.lockyervalley.qld.gov.au,lockyer_valley_regional_council/chris_wilson,,,,,,mailbox@lvrc.qld.gov.au
Janice Holstein,,,,Lockyer Valley Regional Council,http://www.lockyervalley.qld.gov.au,lockyer_valley_regional_council/janice_holstein,,,,,,mailbox@lvrc.qld.gov.au
Jim McDonald,,,,Lockyer Valley Regional Council,http://www.lockyervalley.qld.gov.au,lockyer_valley_regional_council/jim_mcdonald,,,,,,mailbox@lvrc.qld.gov.au
Kathy McLean,,,,Lockyer Valley Regional Council,http://www.lockyervalley.qld.gov.au,lockyer_valley_regional_council/kathy_mclean,,,,,,mailbox@lvrc.qld.gov.au
Luke Smith,,,mayor,Logan City Council,http://www.logan.qld.gov.au,logan_city_council/luke_smith,mayor@logan.qld.gov.au,,,http://www.logan.qld.gov.au/about-council/mayor-and-councillors/councillors,,council@logan.qld.gov.au
Laurie Koranski,,,,Logan City Council,http://www.logan.qld.gov.au,logan_city_council/laurie_koranski,lauriekoranski@logan.qld.gov.au,,,http://www.logan.qld.gov.au/about-council/mayor-and-councillors/councillors,Division 4,council@logan.qld.gov.au
Jon Raven,,,,Logan City Council,http://www.logan.qld.gov.au,logan_city_council/jon_raven,jonraven@logan.qld.gov.au,,,http://www.logan.qld.gov.au/about-council/mayor-and-councillors/councillors,Division 5,council@logan.qld.gov.au
Stacey McIntosh,,,,Logan City Council,http://www.logan.qld.gov.au,logan_city_council/stacey_mcintosh,staceymcintosh@logan.qld.gov.au,,,http://www.logan.qld.gov.au/about-council/mayor-and-councillors/councillors,Division 6,council@logan.qld.gov.au
Cherie Dalley,,,,Logan City Council,http://www.logan.qld.gov.au,logan_city_council/cherie_dalley,cheriedalley@logan.qld.gov.au,,,http://www.logan.qld.gov.au/about-council/mayor-and-councillors/councillors,Division 8,council@logan.qld.gov.au
Darren Power,,,,Logan City Council,http://www.logan.qld.gov.au,logan_city_council/darren_power,darrenpower@logan.qld.gov.au,,,http://www.logan.qld.gov.au/about-council/mayor-and-councillors/councillors,Division 10,council@logan.qld.gov.au
Jennie Breene,,,,Logan City Council,http://www.logan.qld.gov.au,logan_city_council/jennie_breene,jenniebreene@logan.qld.gov.au,,,http://www.logan.qld.gov.au/about-council/mayor-and-councillors/councillors,Division 12,council@logan.qld.gov.au
Laurie Smith,,,,Logan City Council,http://www.logan.qld.gov.au,logan_city_council/laurie_smith,lauriesmith@logan.qld.gov.au,,,http://www.logan.qld.gov.au/about-council/mayor-and-councillors/councillors,Division 7,council@logan.qld.gov.au
Lisa Bradley,,,,Logan City Council,http://www.logan.qld.gov.au,logan_city_council/lisa_bradley,lisabradley@logan.qld.gov.au,,,http://www.logan.qld.gov.au/about-council/mayor-and-councillors/councillors,Division 1,council@logan.qld.gov.au
Phil Pidgeon,,,,Logan City Council,http://www.logan.qld.gov.au,logan_city_council/phil_pidgeon,philpidgeon@logan.qld.gov.au,,,http://www.logan.qld.gov.au/about-council/mayor-and-councillors/councillors,Division 9,council@logan.qld.gov.au
Russell Lutton,,,,Logan City Council,http://www.logan.qld.gov.au,logan_city_council/russell_lutton,russelllutton@logan.qld.gov.au,,,http://www.logan.qld.gov.au/about-council/mayor-and-councillors/councillors,Division 2,council@logan.qld.gov.au
Steve Swenson,,,,Logan City Council,http://www.logan.qld.gov.au,logan_city_council/steve_swenson,steveswenson@logan.qld.gov.au,,,http://www.logan.qld.gov.au/about-council/mayor-and-councillors/councillors,Division 3,council@logan.qld.gov.au
Trevina Schwarz,,,,Logan City Council,http://www.logan.qld.gov.au,logan_city_council/trevina_schwarz,trevinaschwarz@logan.qld.gov.au,,,http://www.logan.qld.gov.au/about-council/mayor-and-councillors/councillors,Division 11,council@logan.qld.gov.au
Joe Owens,,,mayor,Longreach Regional Council,http://www.longreach.qld.gov.au,longreach_regional_council/joe_owens,,,,,,assist@longreach.qld.gov.au
Leonie Nunn,,,,Longreach Regional Council,http://www.longreach.qld.gov.au,longreach_regional_council/leonie_nunn,,,,,,assist@longreach.qld.gov.au
Trevor Harris,,,,Longreach Regional Council,http://www.longreach.qld.gov.au,longreach_regional_council/trevor_harris,,,,,,assist@longreach.qld.gov.au
Tony Martin,,,,Longreach Regional Council,http://www.longreach.qld.gov.au,longreach_regional_council/tony_martin,,,,,,assist@longreach.qld.gov.au
Anthony Rayner,,,,Longreach Regional Council,http://www.longreach.qld.gov.au,longreach_regional_council/anthony_rayner,,,,,,assist@longreach.qld.gov.au
Anthony Emslie,,,,Longreach Regional Council,http://www.longreach.qld.gov.au,longreach_regional_council/anthony_emslie,,,,,,assist@longreach.qld.gov.au
Trevor Smith,,,,Longreach Regional Council,http://www.longreach.qld.gov.au,longreach_regional_council/trevor_smith,,,,,,assist@longreach.qld.gov.au
Greg Williamson,,,mayor,Mackay Regional Council,http://www.mackay.qld.gov.au,mackay_regional_council/greg_williamson,greg.williamson@mackay.qld.gov.au,http://www.mackay.qld.gov.au/__data/assets/image/0006/197718/Greg-Williamson_4005.jpg,,,,council@mackay.qld.gov.au
Amanda Camm,,,,Mackay Regional Council,http://www.mackay.qld.gov.au,mackay_regional_council/amanda_camm,amanda.camm@mackay.qld.gov.au,http://www.mackay.qld.gov.au/__data/assets/image/0003/197715/Amanda-Camm_4011.jpg,,,,council@mackay.qld.gov.au
Kevin Casey,,,,Mackay Regional Council,http://www.mackay.qld.gov.au,mackay_regional_council/kevin_casey,kevin.casey@mackay.qld.gov.au,http://www.mackay.qld.gov.au/__data/assets/image/0009/197721/Kevin-Casey_3884.jpg,,,,council@mackay.qld.gov.au
Justin Englert,,,,Mackay Regional Council,http://www.mackay.qld.gov.au,mackay_regional_council/justin_englert,cr.justin.englert@mackay.qld.gov.au,http://www.mackay.qld.gov.au/__data/assets/image/0007/197719/Justin-Englert_4032.jpg,,,,council@mackay.qld.gov.au
Fran Fordham,,,,Mackay Regional Council,http://www.mackay.qld.gov.au,mackay_regional_council/fran_fordham,cr.fran.fordham@mackay.qld.gov.au,http://www.mackay.qld.gov.au/__data/assets/image/0005/197717/Fran-Fordham_3937.jpg,,,,council@mackay.qld.gov.au
Ross Gee,,,,Mackay Regional Council,http://www.mackay.qld.gov.au,mackay_regional_council/ross_gee,ross.gee@mackay.qld.gov.au,http://www.mackay.qld.gov.au/__data/assets/image/0003/197724/Ross-Gee_3918.jpg,,,,council@mackay.qld.gov.au
Karen May,,,,Mackay Regional Council,http://www.mackay.qld.gov.au,mackay_regional_council/karen_may,karen.may@mackay.qld.gov.au,http://www.mackay.qld.gov.au/__data/assets/image/0008/197720/Karen-May.png,,,,council@mackay.qld.gov.au
Ayril Paton,,,,Mackay Regional Council,http://www.mackay.qld.gov.au,mackay_regional_council/ayril_paton,ayril.paton@mackay.qld.gov.au,http://www.mackay.qld.gov.au/__data/assets/image/0004/197716/Ayril-Paton_3927.jpg,,,,council@mackay.qld.gov.au
Martin Bella,,,,Mackay Regional Council,http://www.mackay.qld.gov.au,mackay_regional_council/martin_bella,martin.bella@mackay.qld.gov.au,http://www.mackay.qld.gov.au/__data/assets/image/0011/197723/Martin-Bella_3987.jpg,,,,council@mackay.qld.gov.au
Laurence Bonaventura,,,,Mackay Regional Council,http://www.mackay.qld.gov.au,mackay_regional_council/laurence_bonaventura,laurence.bonaventura@mackay.qld.gov.au,http://www.mackay.qld.gov.au/__data/assets/image/0010/197722/Lawrence-Bonaventura_3964.jpg,,,,council@mackay.qld.gov.au
Ross Walker,,,,Mackay Regional Council,http://www.mackay.qld.gov.au,mackay_regional_council/ross_walker,ross.walker@mackay.qld.gov.au,http://www.mackay.qld.gov.au/__data/assets/image/0004/197725/Ross-Walker_3897.jpg,,,,council@mackay.qld.gov.au
Aileen Addo,,,mayor,Mapoon Aboriginal Shire Council,http://www.mapoon.com,mapoon_aboriginal_shire_council/aileen_addo,,,,,,mapoon.admin@mapoon.qld.gov.au
Margaret Mara,,,,Mapoon Aboriginal Shire Council,http://www.mapoon.com,mapoon_aboriginal_shire_council/margaret_mara,,,,,,mapoon.admin@mapoon.qld.gov.au
Brendan Brown,,,,Mapoon Aboriginal Shire Council,http://www.mapoon.com,mapoon_aboriginal_shire_council/brendan_brown,,,,,,mapoon.admin@mapoon.qld.gov.au
Peter Guivarra,,,,Mapoon Aboriginal Shire Council,http://www.mapoon.com,mapoon_aboriginal_shire_council/peter_guivarra,,,,,,mapoon.admin@mapoon.qld.gov.au
Pauline Smith,,,,Mapoon Aboriginal Shire Council,http://www.mapoon.com,mapoon_aboriginal_shire_council/pauline_smith,,,,,,mapoon.admin@mapoon.qld.gov.au
Tyson Golder,,,mayor,Maranoa Regional Council,http://www.maranoa.qld.gov.au,maranoa_regional_council/tyson_golder,,,,,,council@maranoa.qld.gov.au
Robyn Bryant,,,,Maranoa Regional Council,http://www.maranoa.qld.gov.au,maranoa_regional_council/robyn_bryant,,,,,,council@maranoa.qld.gov.au
Geoff McMullen,,,,Maranoa Regional Council,http://www.maranoa.qld.gov.au,maranoa_regional_council/geoff_mcmullen,,,,,,council@maranoa.qld.gov.au
Janelle Stanford,,,,Maranoa Regional Council,http://www.maranoa.qld.gov.au,maranoa_regional_council/janelle_stanford,,,,,,council@maranoa.qld.gov.au
N (Puddy) Chandler,,,,Maranoa Regional Council,http://www.maranoa.qld.gov.au,maranoa_regional_council/n_(puddy)_chandler,,,,,,council@maranoa.qld.gov.au
Cameron O'Neil,,,,Maranoa Regional Council,http://www.maranoa.qld.gov.au,maranoa_regional_council/cameron_o'neil,,,,,,council@maranoa.qld.gov.au
David Schefe,,,,Maranoa Regional Council,http://www.maranoa.qld.gov.au,maranoa_regional_council/david_schefe,,,,,,council@maranoa.qld.gov.au
Jan Chambers,,,,Maranoa Regional Council,http://www.maranoa.qld.gov.au,maranoa_regional_council/jan_chambers,,,,,,council@maranoa.qld.gov.au
Peter Flynn,,,,Maranoa Regional Council,http://www.maranoa.qld.gov.au,maranoa_regional_council/peter_flynn,,,,,,council@maranoa.qld.gov.au
Tom Gilmore,,,mayor,Mareeba Shire Council,http://www.msc.qld.gov.au,mareeba_shire_council/tom_gilmore,,,,,,info@msc.qld.gov.au
Kevin Davies,,,,Mareeba Shire Council,http://www.msc.qld.gov.au,mareeba_shire_council/kevin_davies,,,,,,info@msc.qld.gov.au
Angela Toppin,,,,Mareeba Shire Council,http://www.msc.qld.gov.au,mareeba_shire_council/angela_toppin,,,,,,info@msc.qld.gov.au
Lenore Wyatt,,,,Mareeba Shire Council,http://www.msc.qld.gov.au,mareeba_shire_council/lenore_wyatt,,,,,,info@msc.qld.gov.au
Alan Pedersen,,,,Mareeba Shire Council,http://www.msc.qld.gov.au,mareeba_shire_council/alan_pedersen,,,,,,info@msc.qld.gov.au
Edward (Nipper) Brown,,,,Mareeba Shire Council,http://www.msc.qld.gov.au,mareeba_shire_council/edward_(nipper)_brown,,,,,,info@msc.qld.gov.au
Mary Graham,,,,Mareeba Shire Council,http://www.msc.qld.gov.au,mareeba_shire_council/mary_graham,,,,,,info@msc.qld.gov.au
Belinda Murphy,,,mayor,McKinlay Shire Council,http://www.mckinlay.qld.gov.au,mckinlay_shire_council/belinda_murphy,,,,,,reception@mckinlay.qld.gov.au
Shauna Royes,,,,McKinlay Shire Council,http://www.mckinlay.qld.gov.au,mckinlay_shire_council/shauna_royes,,,,,,reception@mckinlay.qld.gov.au
Janene Fegan,,,,McKinlay Shire Council,http://www.mckinlay.qld.gov.au,mckinlay_shire_council/janene_fegan,,,,,,reception@mckinlay.qld.gov.au
Neil Walker,,,,McKinlay Shire Council,http://www.mckinlay.qld.gov.au,mckinlay_shire_council/neil_walker,,,,,,reception@mckinlay.qld.gov.au
Philip Curr,,,,McKinlay Shire Council,http://www.mckinlay.qld.gov.au,mckinlay_shire_council/philip_curr,,,,,,reception@mckinlay.qld.gov.au
Allan Sutherland,,,mayor,Moreton Bay Regional Council,http://www.moretonbay.qld.gov.au,moreton_bay_regional_council/allan_sutherland,mayor@moretonbay.qld.gov.au,https://www.moretonbay.qld.gov.au/uploadedImages/common/councillors/alan-sutherland.jpg,,https://www.moretonbay.qld.gov.au/general.aspx?id=94,,mbrc@moretonbay.qld.gov.au
Brooke Savige,,,,Moreton Bay Regional Council,http://www.moretonbay.qld.gov.au,moreton_bay_regional_council/brooke_savige,Brooke.Savige@moretonbay.qld.gov.au,https://www.moretonbay.qld.gov.au/uploadedImages/common/councillors/brooke-savige.jpg,,https://www.moretonbay.qld.gov.au/general.aspx?id=18203,1,mbrc@moretonbay.qld.gov.au
Adam Hain,,,,Moreton Bay Regional Council,http://www.moretonbay.qld.gov.au,moreton_bay_regional_council/adam_hain,Adam.Hain@moretonbay.qld.gov.au,https://www.moretonbay.qld.gov.au/uploadedImages/common/councillors/adam-hain.jpg,,https://www.moretonbay.qld.gov.au/general.aspx?id=18205,3,mbrc@moretonbay.qld.gov.au
Denise Sims,,,,Moreton Bay Regional Council,http://www.moretonbay.qld.gov.au,moreton_bay_regional_council/denise_sims,Denise.Sims@moretonbay.qld.gov.au,https://www.moretonbay.qld.gov.au/uploadedImages/common/councillors/denise-sims.jpg,,https://www.moretonbay.qld.gov.au/general.aspx?id=18323,7,mbrc@moretonbay.qld.gov.au
Matthew Constance,,,,Moreton Bay Regional Council,http://www.moretonbay.qld.gov.au,moreton_bay_regional_council/matthew_constance,Matt.Constance@moretonbay.qld.gov.au,https://www.moretonbay.qld.gov.au/uploadedImages/common/councillors/matt-constance.jpg,,https://www.moretonbay.qld.gov.au/general.aspx?id=18329,10,mbrc@moretonbay.qld.gov.au
Darren Grimwade,,,,Moreton Bay Regional Council,http://www.moretonbay.qld.gov.au,moreton_bay_regional_council/darren_grimwade,Darren.Grimwade@moretonbay.qld.gov.au,https://www.moretonbay.qld.gov.au/uploadedImages/common/councillors/darren-grimwade.jpg,,https://www.moretonbay.qld.gov.au/general.aspx?id=18331,11,mbrc@moretonbay.qld.gov.au
Adrian Raedel,,,,Moreton Bay Regional Council,http://www.moretonbay.qld.gov.au,moreton_bay_regional_council/adrian_raedel,Adrian.Raedel@moretonbay.qld.gov.au,https://www.moretonbay.qld.gov.au/uploadedImages/common/councillors/adrian-raedel.jpg,,https://www.moretonbay.qld.gov.au/general.aspx?id=18333,12,mbrc@moretonbay.qld.gov.au
James Houghton,,,,Moreton Bay Regional Council,http://www.moretonbay.qld.gov.au,moreton_bay_regional_council/james_houghton,Division5@moretonbay.qld.gov.au,https://www.moretonbay.qld.gov.au/uploadedImages/common/councillors/james-houghton.jpg,,https://www.moretonbay.qld.gov.au/general.aspx?id=18315,5,mbrc@moretonbay.qld.gov.au
Julie Greer,,,,Moreton Bay Regional Council,http://www.moretonbay.qld.gov.au,moreton_bay_regional_council/julie_greer,Julie.Greer@moretonbay.qld.gov.au,https://www.moretonbay.qld.gov.au/uploadedImages/common/councillors/julie-greer.jpg,,https://www.moretonbay.qld.gov.au/general.aspx?id=18311,4,mbrc@moretonbay.qld.gov.au
Koliana Winchester,,,,Moreton Bay Regional Council,http://www.moretonbay.qld.gov.au,moreton_bay_regional_council/koliana_winchester,Koliana.Winchester@moretonbay.qld.gov.au,https://www.moretonbay.qld.gov.au/uploadedImages/common/councillors/koliana-winchester.jpg,,https://www.moretonbay.qld.gov.au/general.aspx?id=103922,6,mbrc@moretonbay.qld.gov.au
Mick Gillam,,,,Moreton Bay Regional Council,http://www.moretonbay.qld.gov.au,moreton_bay_regional_council/mick_gillam,Mick.Gillam@moretonbay.qld.gov.au,https://www.moretonbay.qld.gov.au/uploadedImages/common/councillors/mick-gillam.jpg,,https://www.moretonbay.qld.gov.au/general.aspx?id=18325,8,mbrc@moretonbay.qld.gov.au
Mike Charlton,,,,Moreton Bay Regional Council,http://www.moretonbay.qld.gov.au,moreton_bay_regional_council/mike_charlton,Mike.Charlton@moretonbay.qld.gov.au,https://www.moretonbay.qld.gov.au/uploadedImages/common/councillors/mike-charlton.jpg,,https://www.moretonbay.qld.gov.au/general.aspx?id=18327,9,mbrc@moretonbay.qld.gov.au
Peter Flannery,,,,Moreton Bay Regional Council,http://www.moretonbay.qld.gov.au,moreton_bay_regional_council/peter_flannery,Peter.Flannery@moretonbay.qld.gov.au,https://www.moretonbay.qld.gov.au/uploadedImages/common/councillors/peter-flannery.jpg,,https://www.moretonbay.qld.gov.au/general.aspx?id=103921,2,mbrc@moretonbay.qld.gov.au
Bradley Wilson,,,mayor,Mornington Shire Council,http://www.mornington.qld.gov.au,mornington_shire_council/bradley_wilson,,,,,,admin@mornington.qld.gov.au
Sarah Isaacs,,,,Mornington Shire Council,http://www.mornington.qld.gov.au,mornington_shire_council/sarah_isaacs,,,,,,admin@mornington.qld.gov.au
Jane Ah Kit,,,,Mornington Shire Council,http://www.mornington.qld.gov.au,mornington_shire_council/jane_ah_kit,,,,,,admin@mornington.qld.gov.au
Clair Farrell,,,,Mornington Shire Council,http://www.mornington.qld.gov.au,mornington_shire_council/clair_farrell,,,,,,admin@mornington.qld.gov.au
Bob Thompson,,,,Mornington Shire Council,http://www.mornington.qld.gov.au,mornington_shire_council/bob_thompson,,,,,,admin@mornington.qld.gov.au
Joyce McCulloch,,,mayor,Mount Isa City Council,http://www.mountisa.qld.gov.au,mount_isa_city_council/joyce_mcculloch,,,,,,city@mountisa.qld.gov.au
Peta MacRae,,,,Mount Isa City Council,http://www.mountisa.qld.gov.au,mount_isa_city_council/peta_macrae,,,,,,city@mountisa.qld.gov.au
Phil Barwick,,,,Mount Isa City Council,http://www.mountisa.qld.gov.au,mount_isa_city_council/phil_barwick,,,,,,city@mountisa.qld.gov.au
Paul Stretton,,,,Mount Isa City Council,http://www.mountisa.qld.gov.au,mount_isa_city_council/paul_stretton,,,,,,city@mountisa.qld.gov.au
Mick Tully,,,,Mount Isa City Council,http://www.mountisa.qld.gov.au,mount_isa_city_council/mick_tully,,,,,,city@mountisa.qld.gov.au
George Fortune,,,,Mount Isa City Council,http://www.mountisa.qld.gov.au,mount_isa_city_council/george_fortune,,,,,,city@mountisa.qld.gov.au
Jean Ferris,,,,Mount Isa City Council,http://www.mountisa.qld.gov.au,mount_isa_city_council/jean_ferris,,,,,,city@mountisa.qld.gov.au
Anne Maree Liston,,,mayor,Murweh Shire Council,http://www.murweh.qld.gov.au,murweh_shire_council/anne_maree_liston,,,,,,ceo@murweh.qld.gov.au
Shaun (Zoro) Radnedge,,,,Murweh Shire Council,http://www.murweh.qld.gov.au,murweh_shire_council/shaun_(zoro)_radnedge,,,,,,ceo@murweh.qld.gov.au
Lyn Capewell,,,,Murweh Shire Council,http://www.murweh.qld.gov.au,murweh_shire_council/lyn_capewell,,,,,,ceo@murweh.qld.gov.au
Peter Alexander,,,,Murweh Shire Council,http://www.murweh.qld.gov.au,murweh_shire_council/peter_alexander,,,,,,ceo@murweh.qld.gov.au
Robert Eckel,,,,Murweh Shire Council,http://www.murweh.qld.gov.au,murweh_shire_council/robert_eckel,,,,,,ceo@murweh.qld.gov.au
Rex Burke,,,mayor,Napranum Aboriginal Shire Council,http://www.napranum.qld.gov.au,napranum_aboriginal_shire_council/rex_burke,,,,,,ceo@napranum.qld.gov.au
Ethel Bosuen,,,,Napranum Aboriginal Shire Council,http://www.napranum.qld.gov.au,napranum_aboriginal_shire_council/ethel_bosuen,,,,,,ceo@napranum.qld.gov.au
Sonia Schuh,,,,Napranum Aboriginal Shire Council,http://www.napranum.qld.gov.au,napranum_aboriginal_shire_council/sonia_schuh,,,,,,ceo@napranum.qld.gov.au
Fiona Wirrer-George,,,,Napranum Aboriginal Shire Council,http://www.napranum.qld.gov.au,napranum_aboriginal_shire_council/fiona_wirrer-george,,,,,,ceo@napranum.qld.gov.au
Rhonda Charger,,,,Napranum Aboriginal Shire Council,http://www.napranum.qld.gov.au,napranum_aboriginal_shire_council/rhonda_charger,,,,,,ceo@napranum.qld.gov.au
Tony Wellington,,,mayor,Noosa Shire Council,http://www.noosa.qld.gov.au,noosa_shire_council/tony_wellington,Tony.Wellington@noosa.qld.gov.au,http://www.noosa.qld.gov.au/documents/40217326/40227860/photo%20Cr%20Tony%20Wellington?t=1460077455690,,http://www.noosa.qld.gov.au/mayor-councillors,,mail@noosa.qld.gov.au
